t = 8.150000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.269127861295942239e+00
2.000000000000000111e-01 2.538787752618426374e+00
3.000000000000000444e-01 3.809510648149133871e+00
4.000000000000000222e-01 5.081825409709753494e+00
5.000000000000000000e-01 6.356257728884630254e+00
6.000000000000000888e-01 7.633329067046162208e+00
7.000000000000000666e-01 8.913555592484048162e+00
8.000000000000000444e-01 1.019744711375557422e+01
9.000000000000000222e-01 1.148550600827135426e+01
1.000000000000000000e+00 1.277822614501065956e+01
1.100000000000000089e+00 1.407609180012442884e+01
1.200000000000000178e+00 1.537957656403372297e+01
1.300000000000000044e+00 1.668914223846965328e+01
1.400000000000000133e+00 1.800523772172889281e+01
1.500000000000000000e+00 1.932829788024054452e+01
1.600000000000000089e+00 2.065874240435716302e+01
1.700000000000000178e+00 2.199697464609823427e+01
1.800000000000000044e+00 2.334338043639172966e+01
1.900000000000000133e+00 2.469832687918143677e+01
2.000000000000000000e+00 2.606216111959723136e+01
2.100000000000000089e+00 2.743520908322734542e+01
2.200000000000000178e+00 2.881777418338677066e+01
2.300000000000000266e+00 3.021013599315053000e+01
2.400000000000000355e+00 3.161254887881528930e+01
2.500000000000000000e+00 3.302524059137304135e+01
2.600000000000000089e+00 3.444841081252867099e+01
2.700000000000000178e+00 3.588222965177207868e+01
2.800000000000000266e+00 3.732683609102940636e+01
2.900000000000000355e+00 3.878233637346767182e+01
3.000000000000000000e+00 4.024880233311763078e+01
3.100000000000000089e+00 4.172626966211159782e+01
3.200000000000000178e+00 4.321473611250956282e+01
3.300000000000000266e+00 4.471415962990960224e+01
3.400000000000000355e+00 4.622445641630831403e+01
3.500000000000000000e+00 4.774549891999662776e+01
3.600000000000000089e+00 4.927711375064433952e+01
3.700000000000000178e+00 5.081907951814556412e+01
3.800000000000000266e+00 5.237112459426584365e+01
3.900000000000000355e+00 5.393292479664849282e+01
4.000000000000000000e+00 5.550410099530430585e+01
4.100000000000000533e+00 5.708421664232047021e+01
4.200000000000000178e+00 5.867277522618242358e+01
4.299999999999999822e+00 6.026921765280046372e+01
4.400000000000000355e+00 6.187291955607077654e+01
4.500000000000000000e+00 6.348318854157378865e+01
4.600000000000000533e+00 6.509926136781612627e+01
4.700000000000000178e+00 6.672030107025175028e+01
4.800000000000000711e+00 6.834539403416953007e+01
4.900000000000000355e+00 6.997354702339896448e+01
5.000000000000000000e+00 7.160368417266150232e+01
5.100000000000000533e+00 7.323464395227065893e+01
5.200000000000000178e+00 7.486517611475717615e+01
5.300000000000000711e+00 7.649393863385439829e+01
5.400000000000000355e+00 7.811949464711948110e+01
5.500000000000000000e+00 7.974030941427834307e+01
5.600000000000000533e+00 8.135474730415812417e+01
5.700000000000000178e+00 8.296106882380385628e+01
5.800000000000000711e+00 8.455742770405588260e+01
5.900000000000000355e+00 8.614186805648350287e+01
6.000000000000000000e+00 8.771232161712319453e+01
6.100000000000000533e+00 8.926660509294248413e+01
6.200000000000000178e+00 9.080241762734330280e+01
6.300000000000000711e+00 9.231733840131784063e+01
6.400000000000000355e+00 9.380882438707229198e+01
6.500000000000000000e+00 9.527420827103269119e+01
6.600000000000000533e+00 9.671069656313579799e+01
6.700000000000000178e+00 9.811536790918422923e+01
6.800000000000000711e+00 9.948517162280077741e+01
6.900000000000000355e+00 1.008169264531540250e+02
7.000000000000000000e+00 1.021073196041400735e+02
7.100000000000000533e+00 1.033529060200933429e+02
7.200000000000000178e+00 1.045501079523639021e+02
7.300000000000000711e+00 1.056952148202391868e+02
7.400000000000000355e+00 1.067843833787068633e+02
7.500000000000000000e+00 1.078136382044575896e+02
7.600000000000000533e+00 1.087788725103123539e+02
7.700000000000000178e+00 1.096758492969401999e+02
7.800000000000000711e+00 1.105002028493077972e+02
7.900000000000000355e+00 1.112474405837880767e+02
8.000000000000000000e+00 1.119129452502526334e+02
8.099999999999999645e+00 1.124919774917975275e+02
8.200000000000001066e+00 1.129796787630106962e+02
8.300000000000000711e+00 1.133710746058963821e+02
8.400000000000000355e+00 1.136610782807374846e+02
8.500000000000000000e+00 1.138444947473147408e+02
8.599999999999999645e+00 1.139160249900268127e+02
8.700000000000001066e+00 1.138702706785789474e+02
8.800000000000000711e+00 1.137017391540460096e+02
8.900000000000000355e+00 1.134048487282819906e+02
9.000000000000000000e+00 1.129739342828576412e+02
9.099999999999999645e+00 1.124032531519740417e+02
9.200000000000001066e+00 1.116869912721369360e+02
9.300000000000000711e+00 1.108192695797981884e+02
9.400000000000000355e+00 1.097941506366898921e+02
9.500000000000000000e+00 1.086056454612057536e+02
9.600000000000001421e+00 1.072477205429336209e+02
9.700000000000001066e+00 1.057143050163264206e+02
9.800000000000000711e+00 1.039992979685202243e+02
9.900000000000000355e+00 1.020965758554821008e+02
1.000000000000000000e+01 1.000000000000000000e+02
