t = 97.200000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 4.292386197700956529e+00
2.000000000000000111e-01 8.582812476304725990e+00
3.000000000000000444e-01 1.286931887715917711e+01
4.000000000000000222e-01 1.714994536254131674e+01
5.000000000000000000e-01 2.142273177621941826e+01
6.000000000000000888e-01 2.568571780413210348e+01
7.000000000000000666e-01 2.993694293522315419e+01
8.000000000000000444e-01 3.417444642247079400e+01
9.000000000000000222e-01 3.839626724414974746e+01
1.000000000000000000e+00 4.260044406536448491e+01
1.100000000000000089e+00 4.678501519989147539e+01
1.200000000000000178e+00 5.094801857236814868e+01
1.300000000000000044e+00 5.508749168086596626e+01
1.400000000000000133e+00 5.920147155988438215e+01
1.500000000000000000e+00 6.328799474380225121e+01
1.600000000000000089e+00 6.734509723082294386e+01
1.700000000000000178e+00 7.137081444744836745e+01
1.800000000000000044e+00 7.536318121351750676e+01
1.900000000000000133e+00 7.932023170784334809e+01
2.000000000000000000e+00 8.323999943448257000e+01
2.100000000000000089e+00 8.712051718967117608e+01
2.200000000000000178e+00 9.095981702945846337e+01
2.300000000000000266e+00 9.475593023807168436e+01
2.400000000000000355e+00 9.850688729704229729e+01
2.500000000000000000e+00 1.022107178551245141e+02
2.600000000000000089e+00 1.058654506990353070e+02
2.700000000000000178e+00 1.094691137250454460e+02
2.800000000000000266e+00 1.130197339114494071e+02
2.900000000000000355e+00 1.165153372919409236e+02
3.000000000000000000e+00 1.199539489299210118e+02
3.100000000000000089e+00 1.233335928937632673e+02
3.200000000000000178e+00 1.266522922330611038e+02
3.300000000000000266e+00 1.299080689558808785e+02
3.400000000000000355e+00 1.330989440070423768e+02
3.500000000000000000e+00 1.362229372474490390e+02
3.600000000000000089e+00 1.392780674344872409e+02
3.700000000000000178e+00 1.422623522035150643e+02
3.800000000000000266e+00 1.451738080504584616e+02
3.900000000000000355e+00 1.480104503155316422e+02
4.000000000000000000e+00 1.507702931680981351e+02
4.100000000000000533e+00 1.534513495926871940e+02
4.200000000000000178e+00 1.560516313761794720e+02
4.299999999999999822e+00 1.585691490961750958e+02
4.400000000000000355e+00 1.610019121105544855e+02
4.500000000000000000e+00 1.633479285482433170e+02
4.600000000000000533e+00 1.656052053011901535e+02
4.700000000000000178e+00 1.677717480175649030e+02
4.800000000000000711e+00 1.698455610961846958e+02
4.900000000000000355e+00 1.718246476821726105e+02
5.000000000000000000e+00 1.737070096638539383e+02
5.100000000000000533e+00 1.754906476708924004e+02
5.200000000000000178e+00 1.771735610736688216e+02
5.300000000000000711e+00 1.787537479839022865e+02
5.400000000000000355e+00 1.802292052565136089e+02
5.500000000000000000e+00 1.815979284927292099e+02
5.600000000000000533e+00 1.828579120444218802e+02
5.700000000000000178e+00 1.840071490196850164e+02
5.800000000000000711e+00 1.850436312896337654e+02
5.900000000000000355e+00 1.859653494964274216e+02
6.000000000000000000e+00 1.867702930625042939e+02
6.100000000000000533e+00 1.874564502010203739e+02
6.200000000000000178e+00 1.880218079274817171e+02
6.300000000000000711e+00 1.884643520725581425e+02
6.400000000000000355e+00 1.887820672960670549e+02
6.500000000000000000e+00 1.889729371021118709e+02
6.600000000000000533e+00 1.890349438553617745e+02
6.700000000000000178e+00 1.889660687984553533e+02
6.800000000000000711e+00 1.887642920705119991e+02
6.900000000000000355e+00 1.884275927267320583e+02
7.000000000000000000e+00 1.879539487590669466e+02
7.100000000000000533e+00 1.873413371179381386e+02
7.200000000000000178e+00 1.865877337349846243e+02
7.300000000000000711e+00 1.856911135468150746e+02
7.400000000000000355e+00 1.846494505197427998e+02
7.500000000000000000e+00 1.834607176754774684e+02
7.600000000000000533e+00 1.821228871177495989e+02
7.700000000000000178e+00 1.806339300598409068e+02
7.800000000000000711e+00 1.789918168529930256e+02
7.900000000000000355e+00 1.771945170156675999e+02
8.000000000000000000e+00 1.752399992636275954e+02
8.099999999999999645e+00 1.731262315408111760e+02
8.200000000000001066e+00 1.708511810509673126e+02
8.300000000000000711e+00 1.684128142900217995e+02
8.400000000000000355e+00 1.658090970791412531e+02
8.500000000000000000e+00 1.630379945984640813e+02
8.599999999999999645e+00 1.600974714214632684e+02
8.700000000000001066e+00 1.569854915499081471e+02
8.800000000000000711e+00 1.537000184493905408e+02
8.900000000000000355e+00 1.502390150853794353e+02
9.000000000000000000e+00 1.466004439597699331e+02
9.099999999999999645e+00 1.427822671478894279e+02
9.200000000000001066e+00 1.387824463359245328e+02
9.300000000000000711e+00 1.345989428587326131e+02
9.400000000000000355e+00 1.302297177379991240e+02
9.500000000000000000e+00 1.256727317207050305e+02
9.600000000000001421e+00 1.209259453178645032e+02
9.700000000000001066e+00 1.159873188434963822e+02
9.800000000000000711e+00 1.108548124537887816e+02
9.900000000000000355e+00 1.055263861864207371e+02
1.000000000000000000e+01 1.000000000000000000e+02
