t = 3.050000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 5.837653786789933630e-01
2.000000000000000111e-01 1.168444487976212587e+00
3.000000000000000444e-01 1.754948060050714354e+00
4.000000000000000222e-01 2.344180859673377970e+00
5.000000000000000000e-01 2.937038773871194941e+00
6.000000000000000888e-01 3.534405988225069795e+00
7.000000000000000666e-01 4.137152276484431290e+00
8.000000000000000444e-01 4.746130428323112938e+00
9.000000000000000222e-01 5.362173837841401891e+00
1.000000000000000000e+00 5.986094272868042410e+00
1.100000000000000089e+00 6.618679842289092008e+00
1.200000000000000178e+00 7.260693175588238013e+00
1.300000000000000044e+00 7.912869825589535111e+00
1.400000000000000133e+00 8.575916902113259965e+00
1.500000000000000000e+00 9.250511940953796142e+00
1.600000000000000089e+00 9.937302009327334318e+00
1.700000000000000178e+00 1.063690304577558976e+01
1.800000000000000044e+00 1.134989942950346098e+01
1.900000000000000133e+00 1.207684377132004805e+01
2.000000000000000000e+00 1.281825691578384330e+01
2.100000000000000089e+00 1.357462814185500122e+01
2.200000000000000178e+00 1.434641554735261515e+01
2.300000000000000266e+00 1.513404660081672581e+01
2.400000000000000355e+00 1.593791884298677530e+01
2.500000000000000000e+00 1.675840071902670658e+01
2.600000000000000089e+00 1.759583252183812974e+01
2.700000000000000178e+00 1.845052742628721987e+01
2.800000000000000266e+00 1.932277259390083657e+01
2.900000000000000355e+00 2.021283032752926800e+01
3.000000000000000000e+00 2.112093925559051399e+01
3.100000000000000089e+00 2.204731552576228282e+01
3.200000000000000178e+00 2.299215398832996371e+01
3.300000000000000266e+00 2.395562934978785208e+01
3.400000000000000355e+00 2.493789727768218256e+01
3.500000000000000000e+00 2.593909543803648532e+01
3.600000000000000089e+00 2.695934444697187615e+01
3.700000000000000178e+00 2.799874871829117495e+01
3.800000000000000266e+00 2.905739718880463585e+01
3.900000000000000355e+00 3.013536390301048229e+01
4.000000000000000000e+00 3.123270843838675503e+01
4.100000000000000533e+00 3.234947615198917248e+01
4.200000000000000178e+00 3.348569822828022780e+01
4.299999999999999822e+00 3.464139150714085957e+01
4.400000000000000355e+00 3.581655806985303769e+01
4.500000000000000000e+00 3.701118455951355912e+01
4.600000000000000533e+00 3.822524121087870697e+01
4.700000000000000178e+00 3.945868056309206651e+01
4.800000000000000711e+00 4.071143582716781850e+01
4.900000000000000355e+00 4.198341887855357157e+01
5.000000000000000000e+00 4.327451784365633358e+01
5.100000000000000533e+00 4.458459424796472348e+01
5.200000000000000178e+00 4.591347969243519600e+01
5.300000000000000711e+00 4.726097202422629806e+01
5.400000000000000355e+00 4.862683096777131908e+01
5.500000000000000000e+00 5.001077318268228566e+01
5.600000000000000533e+00 5.141246671618969799e+01
5.700000000000000178e+00 5.283152481984969029e+01
5.800000000000000711e+00 5.426749910319905723e+01
5.900000000000000355e+00 5.571987200100359416e+01
6.000000000000000000e+00 5.718804853581268333e+01
6.100000000000000533e+00 5.867134736376944915e+01
6.200000000000000178e+00 6.016899109908154486e+01
6.300000000000000711e+00 6.168009592125554974e+01
6.400000000000000355e+00 6.320366047913525165e+01
6.500000000000000000e+00 6.473855411692483131e+01
6.600000000000000533e+00 6.628350445965044457e+01
6.700000000000000178e+00 6.783708440881038371e+01
6.800000000000000711e+00 6.939769861313460808e+01
6.900000000000000355e+00 7.096356949423119431e+01
7.000000000000000000e+00 7.253272292220795237e+01
7.100000000000000533e+00 7.410297365185662954e+01
7.200000000000000178e+00 7.567191064536631018e+01
7.300000000000000711e+00 7.723688242245816582e+01
7.400000000000000355e+00 7.879498259294039997e+01
7.500000000000000000e+00 8.034303573959307698e+01
7.600000000000000533e+00 8.187758383061088807e+01
7.700000000000000178e+00 8.339487335017268776e+01
7.800000000000000711e+00 8.489084334268372345e+01
7.900000000000000355e+00 8.636111457049462103e+01
8.000000000000000000e+00 8.780097998611485366e+01
8.099999999999999645e+00 8.920539671782702840e+01
8.200000000000001066e+00 9.056897976195182309e+01
8.300000000000000711e+00 9.188599756565609766e+01
8.400000000000000355e+00 9.315036967106256327e+01
8.500000000000000000e+00 9.435566657451359163e+01
8.599999999999999645e+00 9.549511193426678801e+01
8.700000000000001066e+00 9.656158723584140091e+01
8.800000000000000711e+00 9.754763899698312457e+01
8.900000000000000355e+00 9.844548856414529325e+01
9.000000000000000000e+00 9.924704451996139198e+01
9.099999999999999645e+00 9.994391768695157907e+01
9.200000000000001066e+00 1.005274386772729258e+02
9.300000000000000711e+00 1.009886779023552776e+02
9.400000000000000355e+00 1.013184679204661478e+02
9.500000000000000000e+00 1.015074279653405256e+02
9.600000000000001421e+00 1.015459904657255095e+02
9.700000000000001066e+00 1.014244293347324941e+02
9.800000000000000711e+00 1.011328897799346294e+02
9.900000000000000355e+00 1.006614193608143779e+02
1.000000000000000000e+01 1.000000000000000000e+02
