t = 71.200000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 4.186927943306352873e+00
2.000000000000000111e-01 8.372000039402935911e+00
3.000000000000000444e-01 1.255336029882921700e+01
4.000000000000000222e-01 1.672915244776346100e+01
5.000000000000000000e-01 2.089751978619286632e+01
6.000000000000000888e-01 2.505660504650416698e+01
7.000000000000000666e-01 2.920455025263418491e+01
8.000000000000000444e-01 3.333949657991939830e+01
9.000000000000000222e-01 3.745958421578266240e+01
1.000000000000000000e+00 4.156295222139463874e+01
1.100000000000000089e+00 4.564773839444637105e+01
1.200000000000000178e+00 4.971207913316837335e+01
1.300000000000000044e+00 5.375410930173048030e+01
1.400000000000000133e+00 5.777196209715519615e+01
1.500000000000000000e+00 6.176376891787574408e+01
1.600000000000000089e+00 6.572765923406883815e+01
1.700000000000000178e+00 6.966176045988962073e+01
1.800000000000000044e+00 7.356419782773539850e+01
1.900000000000000133e+00 7.743309426466171885e+01
2.000000000000000000e+00 8.126657027107306419e+01
2.100000000000000089e+00 8.506274380180774131e+01
2.200000000000000178e+00 8.881973014973416980e+01
2.300000000000000266e+00 9.253564183197390491e+01
2.400000000000000355e+00 9.620858847886302101e+01
2.500000000000000000e+00 9.983667672576198981e+01
2.600000000000000089e+00 1.034180101078203364e+02
2.700000000000000178e+00 1.069506889578001960e+02
2.800000000000000266e+00 1.104328103070598672e+02
2.900000000000000355e+00 1.138624677897944366e+02
3.000000000000000000e+00 1.172377515506286443e+02
3.100000000000000089e+00 1.205567481556525138e+02
3.200000000000000178e+00 1.238175405069880242e+02
3.300000000000000266e+00 1.270182077609713360e+02
3.400000000000000355e+00 1.301568252500307779e+02
3.500000000000000000e+00 1.332314644083380699e+02
3.600000000000000089e+00 1.362401927013057445e+02
3.700000000000000178e+00 1.391810735590010779e+02
3.800000000000000266e+00 1.420521663135418464e+02
3.900000000000000355e+00 1.448515261405356114e+02
4.000000000000000000e+00 1.475772040046205689e+02
4.100000000000000533e+00 1.502272466091615115e+02
4.200000000000000178e+00 1.527996963501508105e+02
4.299999999999999822e+00 1.552925912743601202e+02
4.400000000000000355e+00 1.577039650417834480e+02
4.500000000000000000e+00 1.600318468924093338e+02
4.600000000000000533e+00 1.622742616173549663e+02
4.700000000000000178e+00 1.644292295343900037e+02
4.800000000000000711e+00 1.664947664678753938e+02
4.900000000000000355e+00 1.684688837331362379e+02
5.000000000000000000e+00 1.703495881252843844e+02
5.100000000000000533e+00 1.721348819125018110e+02
5.200000000000000178e+00 1.738227628337916997e+02
5.300000000000000711e+00 1.754112241011991387e+02
5.400000000000000355e+00 1.768982544064992624e+02
5.500000000000000000e+00 1.782818379323467752e+02
5.600000000000000533e+00 1.795599543678752639e+02
5.700000000000000178e+00 1.807305789287314042e+02
5.800000000000000711e+00 1.817916823815241116e+02
5.900000000000000355e+00 1.827412310726646183e+02
6.000000000000000000e+00 1.835771869615689695e+02
6.100000000000000533e+00 1.842975076581904261e+02
6.200000000000000178e+00 1.849001464648444539e+02
6.300000000000000711e+00 1.853830524222852034e+02
6.400000000000000355e+00 1.857441703599884022e+02
6.500000000000000000e+00 1.859814409505902972e+02
6.600000000000000533e+00 1.860928007684294698e+02
6.700000000000000178e+00 1.860761823521341398e+02
6.800000000000000711e+00 1.859295142711920050e+02
6.900000000000000355e+00 1.856507211964384396e+02
7.000000000000000000e+00 1.852377239743921962e+02
7.100000000000000533e+00 1.846884397053663065e+02
7.200000000000000178e+00 1.840007818252764480e+02
7.300000000000000711e+00 1.831726601910661145e+02
7.400000000000000355e+00 1.822019811696648048e+02
7.500000000000000000e+00 1.810866477303906663e+02
7.600000000000000533e+00 1.798245595407073267e+02
7.700000000000000178e+00 1.784136130652395025e+02
7.800000000000000711e+00 1.768517016679502092e+02
7.900000000000000355e+00 1.751367157173789053e+02
8.000000000000000000e+00 1.732665426948357492e+02
8.099999999999999645e+00 1.712390673054467243e+02
8.200000000000001066e+00 1.690521715919383894e+02
8.300000000000000711e+00 1.667037350510513534e+02
8.400000000000000355e+00 1.641916347524664559e+02
8.500000000000000000e+00 1.615137454601268985e+02
8.599999999999999645e+00 1.586679397558368976e+02
8.700000000000001066e+00 1.556520881650136801e+02
8.800000000000000711e+00 1.524640592844700961e+02
8.900000000000000355e+00 1.491017199121003785e+02
9.000000000000000000e+00 1.455629351783423147e+02
9.099999999999999645e+00 1.418455686792851225e+02
9.200000000000001066e+00 1.379474826112920312e+02
9.300000000000000711e+00 1.338665379070049255e+02
9.400000000000000355e+00 1.296005943725955660e+02
9.500000000000000000e+00 1.251475108261299596e+02
9.600000000000001421e+00 1.205051452369074241e+02
9.700000000000001066e+00 1.156713548656381221e+02
9.800000000000000711e+00 1.106439964053191005e+02
9.900000000000000355e+00 1.054209261226718155e+02
1.000000000000000000e+01 1.000000000000000000e+02
