t = 72.700000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 4.197325963427201323e+00
2.000000000000000111e-01 8.392785818739017856e+00
3.000000000000000444e-01 1.258451332569287473e+01
4.000000000000000222e-01 1.677064197992216066e+01
5.000000000000000000e-01 2.094930488120000334e+01
6.000000000000000888e-01 2.511863460209361776e+01
7.000000000000000666e-01 2.927676305713875848e+01
8.000000000000000444e-01 3.342182137266352271e+01
9.000000000000000222e-01 3.755193975738973933e+01
1.000000000000000000e+00 4.166524737393976352e+01
1.100000000000000089e+00 4.575987221137538796e+01
1.200000000000000178e+00 4.983394095889465092e+01
1.300000000000000044e+00 5.388557888081116687e+01
1.400000000000000133e+00 5.791290969293935831e+01
1.500000000000000000e+00 6.191405544050740417e+01
1.600000000000000089e+00 6.588713637771869003e+01
1.700000000000000178e+00 6.983027084908015070e+01
1.800000000000000044e+00 7.374157517261515693e+01
1.900000000000000133e+00 7.761916352507559225e+01
2.000000000000000000e+00 8.146114782926680675e+01
2.100000000000000089e+00 8.526563764359653419e+01
2.200000000000000178e+00 8.903074005395649237e+01
2.300000000000000266e+00 9.275455956804395896e+01
2.400000000000000355e+00 9.643519801222689125e+01
2.500000000000000000e+00 1.000707544310549650e+02
2.600000000000000089e+00 1.036593249895151700e+02
2.700000000000000178e+00 1.071990028781287521e+02
2.800000000000000266e+00 1.106878782209834213e+02
2.900000000000000355e+00 1.141240379867908104e+02
3.000000000000000000e+00 1.175055659030577999e+02
3.100000000000000089e+00 1.208305423734557280e+02
3.200000000000000178e+00 1.240970443984693077e+02
3.300000000000000266e+00 1.273031454994039535e+02
3.400000000000000355e+00 1.304469156458259818e+02
3.500000000000000000e+00 1.335264211865076049e+02
3.600000000000000089e+00 1.365397247839443935e+02
3.700000000000000178e+00 1.394848853525104175e+02
3.800000000000000266e+00 1.423599580003124458e+02
3.900000000000000355e+00 1.451629939747993490e+02
4.000000000000000000e+00 1.478920406121816029e+02
4.100000000000000533e+00 1.505451412907100348e+02
4.200000000000000178e+00 1.531203353878604503e+02
4.299999999999999822e+00 1.556156582414665195e+02
4.400000000000000355e+00 1.580291411148385521e+02
4.500000000000000000e+00 1.603588111659032904e+02
4.600000000000000533e+00 1.626026914203952174e+02
4.700000000000000178e+00 1.647588007491253279e+02
4.800000000000000711e+00 1.668251538493503290e+02
4.900000000000000355e+00 1.687997612302604296e+02
5.000000000000000000e+00 1.706806292026003860e+02
5.100000000000000533e+00 1.724657598724334093e+02
5.200000000000000178e+00 1.741531511390549269e+02
5.300000000000000711e+00 1.757407966970579309e+02
5.400000000000000355e+00 1.772266860425474420e+02
5.500000000000000000e+00 1.786088044834990853e+02
5.600000000000000533e+00 1.798851331542502692e+02
5.700000000000000178e+00 1.810536490341110323e+02
5.800000000000000711e+00 1.821123249700749511e+02
5.900000000000000355e+00 1.830591297036087610e+02
6.000000000000000000e+00 1.838920279014936341e+02
6.100000000000000533e+00 1.846089801906879586e+02
6.200000000000000178e+00 1.852079431971771442e+02
6.300000000000000711e+00 1.856868695887724527e+02
6.400000000000000355e+00 1.860437081218160529e+02
6.500000000000000000e+00 1.862764036917468218e+02
6.600000000000000533e+00 1.863828973874764472e+02
6.700000000000000178e+00 1.863611265495229361e+02
6.800000000000000711e+00 1.862090248318434078e+02
6.900000000000000355e+00 1.859245222673054911e+02
7.000000000000000000e+00 1.855055453367330358e+02
7.100000000000000533e+00 1.849500170414572722e+02
7.200000000000000178e+00 1.842558569793027345e+02
7.300000000000000711e+00 1.834209814239321474e+02
7.400000000000000355e+00 1.824433034074725981e+02
7.500000000000000000e+00 1.813207328063409136e+02
7.600000000000000533e+00 1.800511764301841424e+02
7.700000000000000178e+00 1.786325381138469766e+02
7.800000000000000711e+00 1.770627188122752216e+02
7.900000000000000355e+00 1.753396166982621764e+02
8.000000000000000000e+00 1.734611272629411189e+02
8.099999999999999645e+00 1.714251434189243923e+02
8.200000000000001066e+00 1.692295556059882529e+02
8.300000000000000711e+00 1.668722518991981190e+02
8.400000000000000355e+00 1.643511181193680670e+02
8.500000000000000000e+00 1.616640379457455765e+02
8.599999999999999645e+00 1.588088930308101112e+02
8.700000000000001066e+00 1.557835631170722763e+02
8.800000000000000711e+00 1.525859261557584716e+02
8.900000000000000355e+00 1.492138584272631761e+02
9.000000000000000000e+00 1.456652346632510842e+02
9.099999999999999645e+00 1.419379281702878757e+02
9.200000000000001066e+00 1.380298109548774050e+02
9.300000000000000711e+00 1.339387538497827563e+02
9.400000000000000355e+00 1.296626266415049713e+02
9.500000000000000000e+00 1.251992981987954607e+02
9.600000000000001421e+00 1.205466366020740452e+02
9.700000000000001066e+00 1.157025092736252248e+02
9.800000000000000711e+00 1.106647831084434870e+02
9.900000000000000355e+00 1.054313246056000679e+02
1.000000000000000000e+01 1.000000000000000000e+02
