t = 4.920000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 8.460046227349727888e-01
2.000000000000000111e-01 1.692728025472216569e+00
3.000000000000000444e-01 2.540887500336502569e+00
4.000000000000000222e-01 3.391197371874133726e+00
5.000000000000000000e-01 4.244367533598260245e+00
6.000000000000000888e-01 5.101102008637782959e+00
7.000000000000000666e-01 5.962097542031439268e+00
8.000000000000000444e-01 6.828042231792902150e+00
9.000000000000000222e-01 7.699614205361465125e+00
1.000000000000000000e+00 8.577480347451496456e+00
1.100000000000000089e+00 9.462295084628419062e+00
1.200000000000000178e+00 1.035469923117663171e+01
1.300000000000000044e+00 1.125531889999316171e+01
1.400000000000000133e+00 1.216476448134773669e+01
1.500000000000000000e+00 1.308362969140448406e+01
1.600000000000000089e+00 1.401249069141079318e+01
1.700000000000000178e+00 1.495190527743399223e+01
1.800000000000000044e+00 1.590241213947592769e+01
1.900000000000000133e+00 1.686453018772697376e+01
2.000000000000000000e+00 1.783875794264426062e+01
2.100000000000000089e+00 1.882557298446145921e+01
2.200000000000000178e+00 1.982543145666783246e+01
2.300000000000000266e+00 2.083876761694003221e+01
2.400000000000000355e+00 2.186599342797832790e+01
2.500000000000000000e+00 2.290749817969708602e+01
2.600000000000000089e+00 2.396364813325318011e+01
2.700000000000000178e+00 2.503478617647248328e+01
2.800000000000000266e+00 2.612123147935941958e+01
2.900000000000000355e+00 2.722327913755287199e+01
3.000000000000000000e+00 2.834119979083060414e+01
3.100000000000000089e+00 2.947523920306774059e+01
3.200000000000000178e+00 3.062561778942970747e+01
3.300000000000000266e+00 3.179253007603183789e+01
3.400000000000000355e+00 3.297614407683201421e+01
3.500000000000000000e+00 3.417660057214731495e+01
3.600000000000000089e+00 3.539401227290598939e+01
3.700000000000000178e+00 3.662846285457059281e+01
3.800000000000000266e+00 3.788000584460476716e+01
3.900000000000000355e+00 3.914866334741186904e+01
4.000000000000000000e+00 4.043442459086016783e+01
4.100000000000000533e+00 4.173724427883306021e+01
4.200000000000000178e+00 4.305704073471557081e+01
4.299999999999999822e+00 4.439369382135926401e+01
4.400000000000000355e+00 4.574704262386590869e+01
4.500000000000000000e+00 4.711688288250803680e+01
4.600000000000000533e+00 4.850296416426770918e+01
4.700000000000000178e+00 4.990498676283510093e+01
4.800000000000000711e+00 5.132259831847167675e+01
4.900000000000000355e+00 5.275539015091537465e+01
5.000000000000000000e+00 5.420289330049265430e+01
5.100000000000000533e+00 5.566457427480481357e+01
5.200000000000000178e+00 5.713983050077583670e+01
5.300000000000000711e+00 5.862798548448172653e+01
5.400000000000000355e+00 6.012828368402038137e+01
5.500000000000000000e+00 6.163988510371800089e+01
5.600000000000000533e+00 6.316185962118731112e+01
5.700000000000000178e+00 6.469318106213918895e+01
5.800000000000000711e+00 6.623272104137723204e+01
5.900000000000000355e+00 6.777924259205113344e+01
6.000000000000000000e+00 6.933139360897645531e+01
6.100000000000000533e+00 7.088770013561047278e+01
6.200000000000000178e+00 7.244655952806773769e+01
6.300000000000000711e+00 7.400623353331928911e+01
6.400000000000000355e+00 7.556484132240072427e+01
6.500000000000000000e+00 7.712035252300510990e+01
6.600000000000000533e+00 7.867058029920383433e+01
6.700000000000000178e+00 8.021317452916831314e+01
6.800000000000000711e+00 8.174561513460010076e+01
6.900000000000000355e+00 8.326520561806115950e+01
7.000000000000000000e+00 8.476906686647409117e+01
7.100000000000000533e+00 8.625413128067933144e+01
7.200000000000000178e+00 8.771713729204199694e+01
7.300000000000000711e+00 8.915462432764694256e+01
7.400000000000000355e+00 9.056292828556429697e+01
7.500000000000000000e+00 9.193817758097242177e+01
7.600000000000000533e+00 9.327628982256057100e+01
7.700000000000000178e+00 9.457296917657814106e+01
7.800000000000000711e+00 9.582370447313697071e+01
7.900000000000000355e+00 9.702376810590402556e+01
8.000000000000000000e+00 9.816821577215139882e+01
8.099999999999999645e+00 9.925188709527250808e+01
8.200000000000001066e+00 1.002694071663591870e+02
8.300000000000000711e+00 1.012151890352975840e+02
8.400000000000000355e+00 1.020834371751354581e+02
8.500000000000000000e+00 1.028681519362527723e+02
8.599999999999999645e+00 1.035631349992085575e+02
8.700000000000001066e+00 1.041619958271094646e+02
8.800000000000000711e+00 1.046581591100426181e+02
8.900000000000000355e+00 1.050448731856272531e+02
9.000000000000000000e+00 1.053152194111659412e+02
9.099999999999999645e+00 1.054621224543209763e+02
9.200000000000001066e+00 1.054783614608105466e+02
9.300000000000000711e+00 1.053565820494190888e+02
9.400000000000000355e+00 1.050893090767548301e+02
9.500000000000000000e+00 1.046689601067646009e+02
9.600000000000001421e+00 1.040878595131381417e+02
9.700000000000001066e+00 1.033382531364866708e+02
9.800000000000000711e+00 1.024123234126555531e+02
9.900000000000000355e+00 1.013022048838015365e+02
1.000000000000000000e+01 1.000000000000000000e+02
