t = 3.980000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 7.164206834194476459e-01
2.000000000000000111e-01 1.433641183527077922e+00
3.000000000000000444e-01 2.152459301955570226e+00
4.000000000000000222e-01 2.873668825209711120e+00
5.000000000000000000e-01 3.598057554361627108e+00
6.000000000000000888e-01 4.326405378904102150e+00
7.000000000000000666e-01 5.059482408569294876e+00
8.000000000000000444e-01 5.798047176157134608e+00
9.000000000000000222e-01 6.542844923486722308e+00
1.000000000000000000e+00 7.294605981499692859e+00
1.100000000000000089e+00 8.054044254323160956e+00
1.200000000000000178e+00 8.821855815759759523e+00
1.300000000000000044e+00 9.598717625233120998e+00
1.400000000000000133e+00 1.038528636869885169e+01
1.500000000000000000e+00 1.118219742845483111e+01
1.600000000000000089e+00 1.199006398417067665e+01
1.700000000000000178e+00 1.280947624582459099e+01
1.800000000000000044e+00 1.364100081760598115e+01
1.900000000000000133e+00 1.448518019023128822e+01
2.000000000000000000e+00 1.534253235754495037e+01
2.100000000000000089e+00 1.621355055175133586e+01
2.200000000000000178e+00 1.709870309015824574e+01
2.300000000000000266e+00 1.799843332491857595e+01
2.400000000000000355e+00 1.891315968594012276e+01
2.500000000000000000e+00 1.984327580589999585e+01
2.600000000000000089e+00 2.078915071515143964e+01
2.700000000000000178e+00 2.175112909324766974e+01
2.800000000000000266e+00 2.272953156282787646e+01
2.900000000000000355e+00 2.372465501071119576e+01
3.000000000000000000e+00 2.473677292022123808e+01
3.100000000000000089e+00 2.576613569801010328e+01
3.200000000000000178e+00 2.681297097796168316e+01
3.300000000000000266e+00 2.787748388412242306e+01
3.400000000000000355e+00 2.895985723402836243e+01
3.500000000000000000e+00 3.006025166326502074e+01
3.600000000000000089e+00 3.117880565160896467e+01
3.700000000000000178e+00 3.231563543065369259e+01
3.800000000000000266e+00 3.347083475242015282e+01
3.900000000000000355e+00 3.464447449809515689e+01
4.000000000000000000e+00 3.583660210573778215e+01
4.100000000000000533e+00 3.704724079555126792e+01
4.200000000000000178e+00 3.827638857115190518e+01
4.299999999999999822e+00 3.952401697518972412e+01
4.400000000000000355e+00 4.079006957771112951e+01
4.500000000000000000e+00 4.207446017582231690e+01
4.600000000000000533e+00 4.337707068354055195e+01
4.700000000000000178e+00 4.469774869123665439e+01
4.800000000000000711e+00 4.603630467480758881e+01
4.900000000000000355e+00 4.739250883570452544e+01
5.000000000000000000e+00 4.876608755421192143e+01
5.100000000000000533e+00 5.015671943996089510e+01
5.200000000000000178e+00 5.156403096559603227e+01
5.300000000000000711e+00 5.298759167182949881e+01
5.400000000000000355e+00 5.442690893483582926e+01
5.500000000000000000e+00 5.588142229008742845e+01
5.600000000000000533e+00 5.735049731032075471e+01
5.700000000000000178e+00 5.883341903936724293e+01
5.800000000000000711e+00 6.032938498808076133e+01
5.900000000000000355e+00 6.183749770354004482e+01
6.000000000000000000e+00 6.335675692808088399e+01
6.100000000000000533e+00 6.488605137049094651e+01
6.200000000000000178e+00 6.642415011784112266e+01
6.300000000000000711e+00 6.796969372287649946e+01
6.400000000000000355e+00 6.952118500858671268e+01
6.500000000000000000e+00 7.107697963843970967e+01
6.600000000000000533e+00 7.263527650770770094e+01
6.700000000000000178e+00 7.419410801824042778e+01
6.800000000000000711e+00 7.575133030583639027e+01
6.900000000000000355e+00 7.730461349591159603e+01
7.000000000000000000e+00 7.885143206933962290e+01
7.100000000000000533e+00 8.038905542600659260e+01
7.200000000000000178e+00 8.191453873865683022e+01
7.300000000000000711e+00 8.342471419386470188e+01
7.400000000000000355e+00 8.491618272032627601e+01
7.500000000000000000e+00 8.638530630699489166e+01
7.600000000000000533e+00 8.782820101477220476e+01
7.700000000000000178e+00 8.924073078540709503e+01
7.800000000000000711e+00 9.061850214985909702e+01
7.900000000000000355e+00 9.195685993558242899e+01
8.000000000000000000e+00 9.325088406792961848e+01
8.099999999999999645e+00 9.449538755513448507e+01
8.200000000000001066e+00 9.568491573911271075e+01
8.300000000000000711e+00 9.681374688563970210e+01
8.400000000000000355e+00 9.787589417738308839e+01
8.500000000000000000e+00 9.886510916186408338e+01
8.599999999999999645e+00 9.977488669380987574e+01
8.700000000000001066e+00 1.005984713976717160e+02
8.800000000000000711e+00 1.013288656614883649e+02
8.900000000000000355e+00 1.019588391579556799e+02
9.000000000000000000e+00 1.024809398727284702e+02
9.099999999999999645e+00 1.028875066038563517e+02
9.200000000000001066e+00 1.031706828800756597e+02
9.300000000000000711e+00 1.033224322296940727e+02
9.400000000000000355e+00 1.033345547162611666e+02
9.500000000000000000e+00 1.031987046423670051e+02
9.600000000000001421e+00 1.029064093089950234e+02
9.700000000000001066e+00 1.024490887051055097e+02
9.800000000000000711e+00 1.018180759907575776e+02
9.900000000000000355e+00 1.010046386272858285e+02
1.000000000000000000e+01 1.000000000000000000e+02
