t = 38.000000
x    u(x,t)
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 3.584730397012193315e+00
2.000000000000000111e-01 7.168197468847757214e+00
3.000000000000000444e-01 1.074913717033230931e+01
4.000000000000000222e-01 1.432628401697883547e+01
5.000000000000000000e-01 1.789837036703806561e+01
6.000000000000000888e-01 2.146412570559524724e+01
7.000000000000000666e-01 2.502227593139281581e+01
8.000000000000000444e-01 2.857154264705629743e+01
9.000000000000000222e-01 3.211064245339773038e+01
1.000000000000000000e+00 3.563828624846778581e+01
1.100000000000000089e+00 3.915317853202357412e+01
1.200000000000000178e+00 4.265401671607471457e+01
1.300000000000000044e+00 4.613949044216535356e+01
1.400000000000000133e+00 4.960828090604381657e+01
1.500000000000000000e+00 5.305906019036559940e+01
1.600000000000000089e+00 5.649049060606895978e+01
1.700000000000000178e+00 5.990122404305427040e+01
1.800000000000000044e+00 6.328990133079163627e+01
1.900000000000000133e+00 6.665515160947154527e+01
2.000000000000000000e+00 6.999559171230545473e+01
2.100000000000000089e+00 7.330982555957325530e+01
2.200000000000000178e+00 7.659644356500453455e+01
2.300000000000000266e+00 7.985402205507021733e+01
2.400000000000000355e+00 8.308112270174980551e+01
2.500000000000000000e+00 8.627629196932804234e+01
2.600000000000000089e+00 8.943806057576246360e+01
2.700000000000000178e+00 9.256494296915096243e+01
2.800000000000000266e+00 9.565543681981510815e+01
2.900000000000000355e+00 9.870802252850124603e+01
3.000000000000000000e+00 1.017211627511874639e+02
3.100000000000000089e+00 1.046933019409693202e+02
3.200000000000000178e+00 1.076228659074827902e+02
3.300000000000000266e+00 1.105082613943071834e+02
3.400000000000000355e+00 1.133478756747738032e+02
3.500000000000000000e+00 1.161400761665907595e+02
3.600000000000000089e+00 1.188832100656762094e+02
3.700000000000000178e+00 1.215756039995761171e+02
3.800000000000000266e+00 1.242155637008240063e+02
3.900000000000000355e+00 1.268013737005814789e+02
4.000000000000000000e+00 1.293312970428807489e+02
4.100000000000000533e+00 1.318035750197701645e+02
4.200000000000000178e+00 1.342164269276455286e+02
4.299999999999999822e+00 1.365680498450291793e+02
4.400000000000000355e+00 1.388566184320389141e+02
4.500000000000000000e+00 1.410802847517686587e+02
4.600000000000000533e+00 1.432371781137818232e+02
4.700000000000000178e+00 1.453254049398971972e+02
4.800000000000000711e+00 1.473430486524257503e+02
4.900000000000000355e+00 1.492881695849953303e+02
5.000000000000000000e+00 1.511588049160784806e+02
5.100000000000000533e+00 1.529529686253156910e+02
5.200000000000000178e+00 1.546686514727056476e+02
5.300000000000000711e+00 1.563038210007098030e+02
5.400000000000000355e+00 1.578564215592977575e+02
5.500000000000000000e+00 1.593243743539353829e+02
5.600000000000000533e+00 1.607055775164965041e+02
5.700000000000000178e+00 1.619979061990545972e+02
5.800000000000000711e+00 1.631992126904889346e+02
5.900000000000000355e+00 1.643073265558160472e+02
6.000000000000000000e+00 1.653200547981342936e+02
6.100000000000000533e+00 1.662351820430465636e+02
6.200000000000000178e+00 1.670504707454030324e+02
6.300000000000000711e+00 1.677636614181825223e+02
6.400000000000000355e+00 1.683724728833090296e+02
6.500000000000000000e+00 1.688746025441760423e+02
6.600000000000000533e+00 1.692677266796299023e+02
6.700000000000000178e+00 1.695495007591400736e+02
6.800000000000000711e+00 1.697175597788623236e+02
6.900000000000000355e+00 1.697695186182787381e+02
7.000000000000000000e+00 1.697029724170769782e+02
7.100000000000000533e+00 1.695154969719091298e+02
7.200000000000000178e+00 1.692046491526496936e+02
7.300000000000000711e+00 1.687679673377512870e+02
7.400000000000000355e+00 1.682029718682765349e+02
7.500000000000000000e+00 1.675071655201635110e+02
7.600000000000000533e+00 1.666780339942634441e+02
7.700000000000000178e+00 1.657130464236696525e+02
7.800000000000000711e+00 1.646096558978377686e+02
7.900000000000000355e+00 1.633653000029793816e+02
8.000000000000000000e+00 1.619774013781928659e+02
8.099999999999999645e+00 1.604433682867785649e+02
8.200000000000001066e+00 1.587605952021685027e+02
8.300000000000000711e+00 1.569264634078843130e+02
8.400000000000000355e+00 1.549383416109220093e+02
8.500000000000000000e+00 1.527935865679477558e+02
8.599999999999999645e+00 1.504895437236735347e+02
8.700000000000001066e+00 1.480235478607686446e+02
8.800000000000000711e+00 1.453929237606506604e+02
8.900000000000000355e+00 1.425949868744856701e+02
9.000000000000000000e+00 1.396270440037185097e+02
9.099999999999999645e+00 1.364863939894410123e+02
9.200000000000001066e+00 1.331703284098972517e+02
9.300000000000000711e+00 1.296761322854160312e+02
9.400000000000000355e+00 1.260010847900509248e+02
9.500000000000000000e+00 1.221424599692031592e+02
9.600000000000001421e+00 1.180975274624933462e+02
9.700000000000001066e+00 1.138635532311438396e+02
9.800000000000000711e+00 1.094378002891269261e+02
9.900000000000000355e+00 1.048175294373321833e+02
1.000000000000000000e+01 1.000000000000000000e+02
